Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09894318133592606,0.09937334520731715,0.09894318133592606,0.09894318133592606,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09421141905745808,0.09421141905745808,0.0937812551856041,0.0937812551856041,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08732809771984452,0.08732809771984452,0.08689793944358826,0.08689793944358826,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08904870599508286,0.08947886983954176,0.08904870599508286,0.08904870599508286,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.0916304737329483,0.0920606319582282,0.0916304737329483,0.0916304737329483,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09722258895635605,0.09765275305613565,0.09722258895635605,0.09722258895635605,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.1019543707370758,0.10238530448303551,0.1019543707370758,0.1019543707370758,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10625671595335005,0.10668687992637749,0.10625671595335005,0.10625671595335007,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11184880137443542,0.11227896530220978,0.11184880137443542,0.11184880137443542,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12217345088720322,0.12260361486611028,0.12217345088720322,0.12217345088720322,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12389402836561203,0.1243241921120669,0.12389402836561203,0.12389402836561203,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12131311062174362,0.12131311062174362,0.12088295817375183,0.12088295817375183,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11787189286266278,0.11787189286266278,0.11744172871112823,0.11744172871112823,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11873216927051546,0.11959249728079044,0.11873216927051546,0.11873216927051544,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.1165813512275668,0.1165813512275668,0.11615119874477386,0.11615119874477386,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11141868419406789,0.11141868419406789,0.11098852008581161,0.11098852008581161,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10668687992637749,0.10668687992637749,0.10625671595335005,0.10625671595335007,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.1045360795688692,0.1045360795688692,0.10410592705011368,0.10410592705011368,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10969801247119904,0.11012817647445292,0.10969801247119904,0.10969801247119904,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10969801794239349,0.10969801794239349,0.10883770138025284,0.10883770138025284,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10539639464370845,0.10539639464370845,0.10496623069047928,0.10496623069047928,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10539640486240387,0.10582656885733954,0.10539640486240387,0.10539640486240387,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10754724591970444,0.1084075626828412,0.10754724591970444,0.10754724591970444,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.1071170765812888,0.1071170765812888,0.10668691247701645,0.10668691247701645,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11313928663730621,0.11356945058396481,0.11313928663730621,0.11313928663730621,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11012817647445292,0.11012817647445292,0.10969801247119904,0.10969801247119904,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11184880137443542,0.11270911774271074,0.11184880137443542,0.11184880137443542,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11313928663730621,0.11399961453062339,0.11313928663730621,0.11313928663730621,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11313927637301462,0.11356944028064761,0.11270911246538162,0.11270911246538162,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11141868419406789,0.11141868419406789,0.11098852008581161,0.11098852008581161,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11098853327693,0.11098853327693,0.11012821644544601,0.11012821644544601,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.1071170765812888,0.1071170765812888,0.10668691247701645,0.10668691247701645,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10324557589452601,0.10324557589452601,0.1028154119849205,0.1028154119849205,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09808291715591523,0.09808291715591523,0.09722258895635605,0.09722258895635605,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.0920606319582282,0.0920606319582282,0.0916304737329483,0.0916304737329483,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09507175534963608,0.09550191354251966,0.09507175534963608,0.09507175534963608,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09851305931806564,0.09894321183477763,0.09851305931806564,0.09851305931806564,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09851305931806564,0.09937337583876506,0.09851305931806564,0.09851305931806564,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09894318133592606,0.09937334520731715,0.09894318133592606,0.09894318133592606,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09464157718567612,0.09464157718567612,0.0937812551856041,0.0937812551856041,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.0937812551856041,0.09421141905745808,0.0937812551856041,0.0937812551856041,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09120032091990013,0.09120032091990013,0.0907701626420021,0.0907701626420021,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.0903400029296716,0.0903400029296716,0.08990906924009323,0.08990906924009323,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08861855767359471,0.08861855767359471,0.08775823563337326,0.08775823563337326,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08990906924009323,0.0903400029296716,0.08990906924009323,0.08990906924009323,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.0937812551856041,0.09464157718567612,0.0937812551856041,0.0937812551856041,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08861858126230943,0.08861858126230943,0.08818841725587845,0.08818841725587845,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08388682937478574,0.08388682937478574,0.08345666527748108,0.08345666527748108,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08474712073802948,0.08517728470669127,0.08474712073802948,0.08474712073802948,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08259632814068872,0.08259632814068872,0.0817360058426857,0.0817360058426857,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08689793944358826,0.08732809771984452,0.08689793944358826,0.08689793944358826,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08818841725587845,0.08861858126230943,0.08818841725587845,0.08818841725587845,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09120037406682968,0.09206069686761598,0.09120037406682968,0.09120037406682968,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.0916304737329483,0.0920606319582282,0.0916304737329483,0.0916304737329483,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09077018987356815,0.09077018987356815,0.0903400257229805,0.0903400257229805,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08990907574947021,0.08990907574947021,0.08947891741991043,0.08947891741991043,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08947886983954176,0.08947886983954176,0.08904870599508286,0.08904870599508286,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08904873952510263,0.08904873952510263,0.08818841725587845,0.08818841725587845,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.0817359973538494,0.0817359973538494,0.0813058391213417,0.0813058391213417,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07786377415132331,0.07786377415132331,0.07743361592292786,0.07743361592292786,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07528280079912188,0.07528280079912188,0.07442247867584229,0.07442247867584229,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07743361592292786,0.07786377415132331,0.07743361592292786,0.07743361592292786,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07700345563035076,0.07700345563035076,0.07657329738140106,0.07657329738140106,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07958518713712692,0.08044550926398078,0.07958518713712692,0.07958518713712692,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08345666527748108,0.08431698772845142,0.08345666527748108,0.08345666527748108,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08861854672431946,0.08947886865824373,0.08861854672431946,0.08861854672431946,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08818839378166587,0.08818839378166587,0.08775823563337326,0.08775823563337326,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08861854672431946,0.08947886865824373,0.08861854672431946,0.08861854672431946,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.0920606479048729,0.09292097024809405,0.0920606479048729,0.0920606479048729,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.0920606319582282,0.0920606319582282,0.0916304737329483,0.0916304737329483,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09077016697172637,0.09077016697172637,0.08990906924009323,0.08990906924009323,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.08861858126230943,0.08861858126230943,0.08818841725587845,0.08818841725587845,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08560746816292095,0.08560746816292095,0.08517730981111526,0.08517730981111526,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.08517730981111526,0.08603763225836558,0.08517730981111526,0.08517730981111526,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.08517725354387398,0.08517725354387398,0.0843169316649437,0.0843169316649437,15993600,0.0,0.0
1981-04-01 00:00:00-05:00,0.08388682937478574,0.08388682937478574,0.08345666527748108,0.08345666527748108,34070400,0.0,0.0
1981-04-02 00:00:00-05:00,0.0907701626420021,0.09120032091990013,0.0907701626420021,0.0907701626420021,31404800,0.0,0.0
1981-04-03 00:00:00-05:00,0.09120037406682968,0.09163053833904349,0.09120037406682968,0.09120037406682968,16486400,0.0,0.0
1981-04-06 00:00:00-05:00,0.08990907574947021,0.08990907574947021,0.08947891741991043,0.08947891741991043,22803200,0.0,0.0
1981-04-07 00:00:00-05:00,0.08904870481946384,0.08904870481946384,0.08861854672431946,0.08861854672431946,10684800,0.0,0.0
1981-04-08 00:00:00-05:00,0.09292096644639969,0.0937812887544223,0.09292096644639969,0.09292096644639969,21952000,0.0,0.0
1981-04-09 00:00:00-05:00,0.09464156627655029,0.09507173009882025,0.09464156627655029,0.09464156627655029,12499200,0.0,0.0
1981-04-10 00:00:00-05:00,0.09593209624290466,0.09636225451992517,0.09593209624290466,0.09593209624290466,33465600,0.0,0.0
1981-04-13 00:00:00-05:00,0.09593209624290466,0.09636225451992517,0.09593209624290466,0.09593209624290466,16060800,0.0,0.0
1981-04-14 00:00:00-05:00,0.09593209624290466,0.09636225451992517,0.09593209624290466,0.09593209624290466,6652800,0.0,0.0
1981-04-15 00:00:00-05:00,0.09163053833904349,0.09163053833904349,0.09120037406682968,0.09120037406682968,34048000,0.0,0.0
1981-04-16 00:00:00-05:00,0.08646777919708956,0.08646777919708956,0.08603762090206146,0.08603762090206146,23878400,0.0,0.0
1981-04-20 00:00:00-05:00,0.08861854672431946,0.08904870481946384,0.08861854672431946,0.08861854672431946,35347200,0.0,0.0
1981-04-21 00:00:00-05:00,0.09464156627655029,0.09507173009882025,0.09464156627655029,0.09464156627655029,28537600,0.0,0.0
1981-04-22 00:00:00-05:00,0.09808284044265747,0.09851300420599428,0.09808284044265747,0.09808284044265747,18995200,0.0,0.0
1981-04-23 00:00:00-05:00,0.10066383332014084,0.10109399722565796,0.10066383332014084,0.10066383332014084,58016000,0.0,0.0
1981-04-24 00:00:00-05:00,0.10066386114247947,0.10066386114247947,0.09980354458093643,0.09980354458093643,35056000,0.0,0.0
1981-04-27 00:00:00-04:00,0.09937334520731715,0.09937334520731715,0.09894318133592606,0.09894318133592606,38528000,0.0,0.0
1981-04-28 00:00:00-04:00,0.09765275305613565,0.09765275305613565,0.09722258895635605,0.09722258895635605,32188800,0.0,0.0
1981-04-29 00:00:00-04:00,0.09636225451992517,0.09636225451992517,0.09593209624290466,0.09593209624290466,13641600,0.0,0.0
1981-04-30 00:00:00-04:00,0.09765269607305527,0.09851302377058917,0.09765269607305527,0.09765269607305527,12611200,0.0,0.0
1981-05-01 00:00:00-04:00,0.09765269607305527,0.09851302377058917,0.09765269607305527,0.09765269607305527,16553600,0.0,0.0
1981-05-04 00:00:00-04:00,0.09765275305613565,0.09765275305613565,0.09722258895635605,0.09722258895635605,14448000,0.0,0.0
1981-05-05 00:00:00-04:00,0.09722257478481292,0.09722257478481292,0.09679242223501205,0.09679242223501205,17539200,0.0,0.0
1981-05-06 00:00:00-04:00,0.09464161747117186,0.09464161747117186,0.09421145915985107,0.09421145915985107,18950400,0.0,0.0
1981-05-07 00:00:00-04:00,0.09550189226865768,0.09593205610935543,0.09550189226865768,0.09550189226865768,9363200,0.0,0.0
1981-05-08 00:00:00-04:00,0.09636225551366806,0.09679241953876261,0.09636225551366806,0.09636225551366806,7907200,0.0,0.0
1981-05-11 00:00:00-04:00,0.09464161747117186,0.09464161747117186,0.09421145915985107,0.09421145915985107,11939200,0.0,0.0
